white,black,trials,equity,sw,sl,gw,gl,bw,bl
h60-50m0.0001-b100-1.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.167, 33248, 42304, 9933, 12312, 615, 1588
h60-50m0.0001-b100-2.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0955, 35085, 41062, 10570, 11258, 646, 1379
h60-50m0.0001-b100-3.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0706, 37015, 40930, 9749, 10770, 584, 952
h60-50m0.0001-b100-4.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0737, 35763, 40791, 10534, 11160, 694, 1058
h60-50m0.0001-b100-5.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0474, 37178, 40332, 10225, 10726, 673, 866
h60-50m0.0001-b100-6.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0366, 37416, 39807, 10415, 10763, 704, 895
h60-50m0.0001-b100-7.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0433, 37521, 39841, 10214, 10854, 663, 907
h60-50m0.0001-b100-8.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0354, 36934, 39082, 10944, 11366, 746, 928
h60-50m0.0001-b100-9.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0332, 37416, 39357, 10566, 10981, 748, 932
h60-50m0.0001-b100-10.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.032, 37545, 39112, 10505, 11254, 769, 815
h60-50m0.0001-b100-11.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0226, 37394, 38662, 10980, 11185, 793, 986
h60-50m0.0001-b100-12.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0247, 36989, 39170, 11109, 11023, 778, 931
h60-50m0.0001-b100-13.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.02, 37992, 38458, 10715, 11165, 730, 940
h60-50m0.0001-b100-14.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0174, 37284, 38407, 11226, 11371, 801, 911
h60-50m0.0001-b100-15.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0205, 36809, 38585, 11417, 11390, 844, 955
h60-50m0.0001-b100-16.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0209, 36957, 38458, 11373, 11413, 814, 985
h60-50m0.0001-b100-17.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0146, 37452, 38365, 11213, 11283, 775, 912
h60-50m0.0001-b100-18.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00956, 38198, 38204, 10847, 11061, 758, 932
h60-50m0.0001-b100-19.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00183, 37354, 38111, 11635, 11156, 808, 936
h60-50m0.0001-b100-20.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00744, 37445, 38818, 11167, 10893, 852, 825
h60-50m0.0001-b100-21.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0079, 37025, 38440, 11632, 11246, 804, 853
h60-50m0.0001-b100-22.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00362, 38054, 38198, 11048, 11106, 780, 814
h60-50m0.0001-b100-23.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.00068, 37953, 38512, 11137, 10741, 801, 856
h60-50m0.0001-b100-24.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.00237, 37890, 38398, 11216, 10851, 825, 820
h60-50m0.0001-b100-25.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0134, 38006, 38303, 10832, 11357, 753, 749
h60-50m0.0001-b100-26.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00728, 37714, 38593, 11126, 10962, 773, 832
h60-50m0.0001-b100-27.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0024, 36853, 38035, 11962, 11386, 847, 917
h60-50m0.0001-b100-28.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00165, 37358, 37857, 11652, 11425, 834, 874
h60-50m0.0001-b100-29.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.00563, 37877, 37949, 11447, 11122, 800, 805
h60-50m0.0001-b100-30.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.00254, 37374, 38191, 11675, 11135, 811, 814
h60-50m0.0001-b100-31.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.00995, 38085, 38122, 11371, 10942, 769, 711
h60-50m0.0001-b100-32.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0118, 37718, 37785, 11742, 11189, 807, 759
