white,black,trials,equity,sw,sl,gw,gl,bw,bl
h60-001A-25L-1.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0651, 34551, 39005, 12001, 12253, 836, 1354
h60-001A-25L-2.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0482, 36985, 39675, 10506, 11375, 664, 795
h60-001A-25L-3.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.00929, 36908, 39173, 11517, 11002, 751, 649
h60-001A-25L-4.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0227, 38756, 39362, 9780, 10919, 694, 489
h60-001A-25L-5.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.00808, 36149, 38509, 12669, 10947, 817, 909
h60-001A-25L-6.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0138, 37677, 38137, 11699, 11009, 816, 662
h60-001A-25L-7.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0168, 37833, 37694, 11800, 11293, 777, 603
h60-001A-25L-8.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0195, 36924, 38752, 12244, 10643, 814, 623
h60-001A-25L-9.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0182, 37999, 37461, 11749, 11417, 790, 584
h60-001A-25L-10.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0382, 38169, 37028, 12239, 11271, 771, 522
h60-001A-25L-11.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.00924, 38675, 38699, 10857, 10617, 654, 498
h60-001A-25L-12.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0528, 37660, 37751, 12709, 10452, 857, 571
h60-001A-25L-13.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0409, 37413, 38853, 12426, 10110, 749, 449
h60-001A-25L-14.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0399, 37212, 38006, 12736, 10688, 794, 564
h60-001A-25L-15.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0367, 38562, 38695, 11553, 10018, 708, 464
h60-001A-25L-16.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0374, 38359, 37805, 11881, 10754, 755, 446
h60-001A-25L-17.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0474, 36437, 38480, 13305, 10342, 861, 575
h60-001A-25L-18.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0597, 36011, 38046, 13951, 10473, 934, 585
h60-001A-25L-19.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0366, 38391, 38293, 11695, 10405, 772, 444
h60-001A-25L-20.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0386, 37684, 38955, 12142, 10099, 734, 386
h60-001A-25L-21.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0625, 36930, 37793, 13443, 10416, 886, 532
h60-001A-25L-22.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0399, 37440, 38733, 12261, 10303, 859, 404
h60-001A-25L-23.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0536, 36956, 37862, 13200, 10668, 857, 457
h60-001A-25L-24.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0469, 37403, 38290, 12672, 10306, 805, 524
h60-001A-25L-25.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.044, 37950, 37477, 12409, 10798, 800, 566
h60-001A-25L-26.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.061, 36036, 37609, 14213, 10651, 837, 654
h60-001A-25L-27.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0401, 36048, 37868, 13527, 11101, 891, 565
h60-001A-25L-28.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0497, 37769, 38218, 12455, 10284, 816, 458
h60-001A-25L-29.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0622, 37448, 37717, 13099, 10391, 852, 493
h60-001A-25L-30.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0607, 37769, 37474, 12826, 10545, 896, 490
h60-001A-25L-31.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0552, 36530, 37804, 13638, 10638, 828, 562
h60-001A-25L-32.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0491, 37449, 37312, 12916, 11000, 818, 505
h60-001A-25L-33.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0538, 37304, 38315, 12880, 10134, 834, 533
h60-001A-25L-34.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0518, 37234, 37974, 13073, 10505, 738, 476
h60-001A-25L-35.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0666, 38035, 37232, 12864, 10547, 865, 457
h60-001A-25L-36.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0715, 37840, 38029, 12978, 9832, 835, 486
h60-001A-25L-37.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0442, 38469, 37799, 11955, 10572, 767, 438
h60-001A-25L-38.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0373, 38209, 38182, 11875, 10504, 775, 455
h60-001A-25L-39.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0665, 37240, 36746, 13652, 10983, 826, 553
h60-001A-25L-40.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0758, 36308, 36323, 14622, 11189, 901, 657
h60-001A-25L-41.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0668, 37513, 37681, 13165, 10263, 863, 515
h60-001A-25L-42.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0617, 38534, 37837, 12250, 10078, 839, 462
h60-001A-25L-43.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0627, 37028, 37038, 13664, 10870, 815, 585
h60-001A-25L-44.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0644, 37833, 37767, 12841, 10292, 847, 420
h60-001A-25L-45.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0604, 38209, 37971, 12454, 10135, 809, 422
h60-001A-25L-46.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0559, 38390, 37620, 12366, 10457, 750, 417
h60-001A-25L-47.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0613, 37198, 37540, 13407, 10582, 774, 499
h60-001A-25L-48.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0579, 38342, 37018, 12496, 10850, 842, 452
h60-001A-25L-49.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0452, 37820, 38757, 12261, 10009, 736, 417
h60-001A-25L-50.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0587, 38697, 37244, 12319, 10480, 753, 507
h60-001A-25L-51.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0594, 37214, 38069, 13193, 10154, 804, 566
h60-001A-25L-52.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0624, 38115, 37345, 12747, 10497, 810, 486
h60-001A-25L-53.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0605, 38186, 37430, 12680, 10500, 758, 446
h60-001A-25L-54.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0671, 37108, 37690, 13532, 10374, 811, 485
h60-001A-25L-55.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0486, 38225, 37039, 12383, 11141, 805, 407
h60-001A-25L-56.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0655, 38343, 36800, 12733, 10761, 859, 504
h60-001A-25L-57.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.066, 37677, 37124, 13169, 10777, 837, 416
