white,black,trials,equity,sw,sl,gw,gl,bw,bl
h90-400m-1.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0794, 36944, 40941, 9718, 10777, 506, 1114
h90-400m-2.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.058, 37104, 39413, 10317, 11498, 645, 1023
h90-400m-3.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0438, 36434, 41153, 10637, 10255, 690, 831
h90-400m-4.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0258, 38145, 38998, 10327, 11109, 683, 738
h90-400m-5.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.043, 38517, 39278, 9558, 11330, 659, 658
h90-400m-6.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0152, 38191, 39647, 10348, 10510, 695, 609
h90-400m-7.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0159, 36703, 38731, 11637, 11477, 746, 706
h90-400m-8.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.00333, 37023, 39150, 11546, 10877, 778, 626
h90-400m-9.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0149, 37227, 39591, 10997, 10830, 768, 587
h90-400m-10.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0154, 36381, 38969, 11627, 11549, 886, 588
h90-400m-11.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0122, 37858, 38498, 10867, 11525, 749, 503
h90-400m-12.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0142, 38505, 38130, 11237, 10968, 664, 496
h90-400m-13.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0234, 38566, 37773, 11409, 10922, 760, 570
h90-400m-14.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0319, 38358, 37480, 11856, 10933, 764, 609
h90-400m-15.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0174, 38439, 38873, 11127, 10424, 696, 441
h90-400m-16.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0185, 39126, 38034, 10857, 10821, 696, 466
h90-400m-17.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.027, 37991, 38327, 11738, 10631, 793, 520
h90-400m-18.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0361, 38518, 37786, 11779, 10691, 730, 496
h90-400m-19.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0354, 37077, 37822, 12851, 10968, 727, 555
h90-400m-20.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0411, 38095, 38575, 11975, 10184, 754, 417
h90-400m-21.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0489, 38754, 37663, 11953, 10391, 732, 507
h90-400m-22.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.022, 38046, 37794, 11750, 11111, 761, 538
h90-400m-23.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0369, 38186, 38047, 11988, 10573, 724, 482
h90-400m-24.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0469, 38272, 36824, 12383, 11226, 803, 492
h90-400m-25.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0442, 36471, 37530, 13401, 11165, 885, 548
h90-400m-26.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.04, 39191, 38038, 11289, 10304, 735, 443
h90-400m-27.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0424, 38657, 38134, 11750, 10301, 716, 442
h90-400m-28.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0418, 36959, 37540, 13061, 11076, 814, 550
h90-400m-29.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0502, 37172, 37174, 13141, 11106, 862, 545
h90-400m-30.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0382, 35410, 38112, 13965, 11125, 835, 553
h90-400m-31.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0445, 36876, 37677, 13142, 10893, 832, 580
h90-400m-32.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0562, 37603, 37052, 13131, 10867, 764, 583
h90-400m-33.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0524, 37380, 37827, 12938, 10538, 807, 510
