white,black,trials,equity,sw,sl,gw,gl,bw,bl
h90-200m-01a-1.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0985, 36917, 40020, 9321, 11680, 692, 1370
h90-200m-01a-2.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0563, 37065, 39713, 10166, 11381, 746, 929
h90-200m-01a-3.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0342, 38893, 38882, 9584, 11282, 674, 685
h90-200m-01a-4.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0318, 37457, 39450, 10524, 11209, 711, 649
h90-200m-01a-5.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0424, 37612, 38669, 10327, 11931, 735, 726
h90-200m-01a-6.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.021, 38266, 38962, 10171, 11168, 814, 619
h90-200m-01a-7.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.0114, 38399, 39123, 10297, 10786, 792, 603
h90-200m-01a-8.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00645, 37348, 38695, 11313, 11178, 805, 661
h90-200m-01a-9.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00312, 38805, 39172, 10232, 10590, 729, 472
h90-200m-01a-10.w, /Users/todd/src/backgammon/nets/drc.w, 100000, -0.00696, 38016, 39312, 10690, 10780, 731, 471
h90-200m-01a-11.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.00597, 37923, 38916, 11150, 10661, 777, 573
h90-200m-01a-12.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.001, 38677, 38878, 10486, 10730, 746, 483
h90-200m-01a-13.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0209, 37852, 39236, 11471, 10192, 778, 471
h90-200m-01a-14.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0215, 36916, 39055, 12256, 10499, 767, 507
h90-200m-01a-15.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0127, 36203, 37828, 12780, 11792, 851, 546
h90-200m-01a-16.w, /Users/todd/src/backgammon/nets/drc.w, 100000, 0.0249, 38397, 38405, 11481, 10573, 685, 459
