white,black,trials,equity,sw,sl,gw,gl,bw,bl
h90-1.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0921, 36485, 40712, 9552, 11762, 651, 838
h90-2.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0687, 35972, 39683, 10652, 11880, 789, 1024
h90-3.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.035, 36465, 39822, 11131, 11089, 708, 785
h90-4.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.034, 37499, 40310, 10231, 10673, 692, 595
h90-5.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0327, 36671, 40327, 10885, 10664, 717, 736
h90-6.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.023, 37148, 39656, 10932, 10917, 703, 644
h90-7.w, /home/todd/src/backgammon/nets/drc.w, 100000, -0.0178, 35628, 40080, 11957, 10773, 831, 731
h90-8.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0114, 37077, 39708, 11773, 9971, 764, 707
h90-9.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.00763, 36601, 39797, 12020, 10123, 757, 702
h90-10.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.00965, 36650, 39712, 12026, 10125, 781, 706
h90-11.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0125, 35644, 39135, 12981, 10561, 823, 856
h90-12.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.019, 37366, 38957, 11912, 10325, 773, 667
h90-13.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.019, 38341, 38831, 11271, 10190, 722, 645
h90-14.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0201, 37180, 38785, 12072, 10535, 804, 624
h90-15.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0281, 36965, 39061, 12404, 10209, 767, 594
h90-16.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0328, 37612, 39275, 11972, 9682, 790, 669
h90-17.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0355, 37745, 39257, 12040, 9562, 716, 680
h90-18.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0208, 37681, 38778, 11854, 10320, 701, 666
h90-19.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.044, 37050, 38686, 12739, 10120, 836, 569
h90-20.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0403, 36724, 38445, 12934, 10473, 850, 574
h90-21.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0365, 37969, 38158, 12107, 10535, 731, 500
h90-22.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0511, 37328, 37830, 12904, 10598, 837, 503
h90-23.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0512, 37311, 38447, 12795, 10132, 813, 502
h90-24.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0375, 37089, 38950, 12538, 10162, 774, 487
h90-25.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.031, 36803, 39556, 12423, 10035, 771, 412
h90-26.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0634, 37177, 37492, 13438, 10651, 801, 441
h90-27.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0535, 37459, 37898, 12913, 10500, 775, 455
h90-28.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0434, 37925, 38741, 12166, 10087, 707, 374
h90-29.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0441, 38374, 37925, 12015, 10527, 744, 415
h90-30.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0552, 38008, 37849, 12555, 10382, 772, 434
h90-31.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0522, 37766, 37291, 12783, 10977, 780, 403
h90-32.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0578, 37131, 37523, 13313, 10739, 817, 477
h90-33.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0534, 37258, 38335, 12853, 10286, 847, 421
h90-34.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0517, 37679, 37448, 12831, 10857, 757, 428
h90-35.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0611, 37242, 37431, 13312, 10712, 834, 469
h90-36.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0667, 37241, 37443, 13350, 10604, 911, 451
h90-37.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0666, 37318, 37416, 13296, 10606, 911, 453
h90-38.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0605, 37927, 37694, 12701, 10353, 850, 475
h90-39.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0641, 37682, 37854, 12931, 10217, 850, 466
h90-40.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0646, 37153, 37846, 13309, 10424, 864, 404
h90-41.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0663, 38190, 37645, 12744, 10234, 771, 416
h90-42.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0623, 37766, 37066, 13052, 10835, 823, 458
h90-43.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0544, 37930, 38325, 12516, 10187, 717, 325
h90-44.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0659, 37196, 37334, 13462, 10695, 856, 457
h90-45.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0502, 38241, 37676, 12241, 10615, 814, 413
h90-46.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0653, 37776, 37807, 12917, 10207, 836, 457
h90-47.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0717, 38591, 37627, 12622, 10006, 739, 415
h90-48.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0667, 37562, 37362, 13242, 10615, 812, 407
h90-49.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0597, 38286, 37343, 12547, 10613, 798, 413
h90-50.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0661, 37338, 37054, 13417, 10907, 859, 425
h90-51.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.065, 38562, 37782, 12415, 10096, 753, 392
h90-52.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0697, 37541, 37948, 13169, 10117, 824, 401
h90-53.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0787, 37665, 37758, 13278, 10068, 873, 358
h90-54.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0699, 37677, 37631, 13213, 10285, 779, 415
h90-55.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0758, 37371, 37283, 13620, 10429, 834, 463
h90-56.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0694, 37823, 37772, 13008, 10214, 808, 375
h90-57.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0709, 37742, 37634, 13139, 10236, 821, 428
h90-58.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0753, 38441, 37317, 12826, 10193, 802, 421
h90-59.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0766, 37649, 37534, 13364, 10197, 830, 426
h90-60.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0735, 37950, 37391, 13047, 10299, 873, 440
h90-61.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0779, 36719, 37318, 14101, 10484, 881, 497
h90-62.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0628, 37989, 37656, 12753, 10426, 803, 373
h90-63.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0774, 37383, 37409, 13633, 10307, 820, 448
h90-64.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0662, 37696, 37723, 13065, 10350, 785, 381
h90-65.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0726, 37933, 37571, 13028, 10301, 824, 343
h90-66.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0763, 37723, 37520, 13282, 10217, 845, 413
h90-67.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0703, 38293, 37476, 12838, 10259, 742, 392
h90-68.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0773, 38311, 37149, 12971, 10280, 842, 447
h90-69.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.083, 37999, 36894, 13430, 10466, 817, 394
h90-70.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0856, 37978, 37052, 13426, 10292, 853, 399
h90-71.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.081, 37462, 37360, 13674, 10260, 817, 427
h90-72.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0822, 37815, 37243, 13468, 10275, 809, 390
h90-73.w, /home/todd/src/backgammon/nets/drc.w, 100000, 0.0787, 38267, 37311, 13015, 10219, 814, 374
